F_V_PRO_1,F_V_PRO_2,F_V_PRO_3,F_V_PRO_4,F_V_PRO_5,F_V_PRO_6,F_V_PRO_7,F_V_PRO_8,F_V_PRO_9,F_V_PRO_10,F_V_PRO_11,F_V_PRO_12,F_V_PRO_13,F_V_PRO_14,F_V_PRO_15,F_V_PRO_16,F_V_PRO_17,F_V_PRO_18,F_V_PRO_19,F_V_PRO_20,F_V_PRO_21,F_V_PRO_22,F_V_PRO_23,F_V_PRO_24,F_V_PRO_25,F_V_PRO_26,F_V_PRO_27,F_V_PRO_28,F_V_PRO_29,F_V_PRO_30,F_V_PRO_31,F_V_PRO_32,F_V_PRO_33,F_V_PRO_34,F_V_PRO_35,F_V_PRO_36,F_V_PRO_37,F_V_PRO_38,F_V_PRO_39,F_V_PRO_40,F_V_PRO_41,F_V_PRO_42,F_V_PRO_43,F_V_PRO_44,F_V_PRO_45,F_V_PRO_46,F_V_PRO_47,F_V_PRO_48,F_V_PRO_49,F_V_PRO_50,F_V_PRO_51,F_V_PRO_52,F_V_PRO_53,F_V_PRO_54,F_V_PRO_55,F_V_PRO_56,F_V_PRO_57,F_V_PRO_58,F_V_PRO_59,F_V_PRO_60,F_V_PRO_61,F_V_PRO_62,F_V_PRO_63,F_V_PRO_64,F_V_PRO_65,F_V_PRO_66,F_V_PRO_67,F_V_PRO_68,F_V_PRO_69,F_V_PRO_70,F_V_PRO_71,F_V_PRO_72,F_V_PRO_73,F_V_PRO_74,F_V_PRO_75,F_V_PRO_76,F_V_PRO_77,F_V_PRO_78,F_V_PRO_79,F_V_PRO_80,F_V_PRO_81,F_V_PRO_82,F_V_PRO_83,F_V_PRO_84,F_V_PRO_85,F_V_PRO_86,F_V_PRO_87,F_V_PRO_88,F_V_PRO_89,F_V_PRO_90,F_V_PRO_91,F_V_PRO_92,F_V_PRO_93,F_V_PRO_94,F_V_PRO_95,F_V_PRO_96,F_V_PRO_97,F_V_PRO_98,F_V_PRO_99,F_V_PRO_100,F_V_PRO_101
0.059714726764490696,0.10375338399088664,0.17248059715682476,0.25108397168921665,0.3414240506059366,0.4702878360982361,0.5572677534821731,0.6759872644461332,0.7825726012833051,0.8461428474958568,0.9208192274862597,0.994180684232788,1.0471944067447245,1.079626810494477,1.095813094971949,1.1504940883689656,1.1676981501231278,1.186566272051546,1.2162859612522439,1.2517446434866075,1.2707526814544603,1.3113547350098256,1.337328072845713,1.31204106201959,1.323285364319608,1.3129547713277188,1.2900985199365378,1.279206882750993,1.246037342375701,1.2110652975857132,1.1713655246725603,1.127889155261541,1.1180243999948598,1.0469005529917506,1.0112211547686727,0.9708097251414269,0.9120291651111536,0.8746083225753156,0.8387078532119843,0.7821092338186185,0.7516717442809607,0.7292040592382762,0.6689333121391534,0.6505848219006227,0.6596157354446047,0.6167523718298613,0.6016790454130067,0.6171172438944735,0.5951384386015585,0.5947831509365014,0.5820701427157583,0.5981214211350059,0.602878947258543,0.608177600122726,0.62094466724799,0.648286460975162,0.6734432115314847,0.6826836391720532,0.691888725978275,0.7465424628354973,0.7611828215393528,0.7944556475843828,0.8173484659548202,0.8607059611897854,0.8822706761446074,0.8993392635951062,0.9368684811208533,0.961405398925773,1.0229181209573237,1.0368566038551104,1.0702554216667202,1.0856437656208484,1.1220089548563403,1.1214215447532934,1.1529991411032017,1.192698812267067,1.1906737855476708,1.1884115161299489,1.2352684394089701,1.2167236026933603,1.1980774537909256,1.1932194248447001,1.1813442505774476,1.142213360333639,1.1105796057332131,1.0482007264168212,0.988848365874478,0.9188577355481753,0.8398039509004918,0.7206586019629412,0.6351611476881598,0.5450931327341324,0.47214612743084866,0.3728880286090739,0.3094872856009231,0.24535210505904897,0.19551270241353189,0.13559730869579387,0.10515378488706711,0.0725975991785168,0.05195188377683458
0.06229090771761165,0.10971495692263607,0.17275927669045166,0.27064782798846104,0.3988236208255488,0.49613800753051784,0.6323478824674116,0.7296094354553236,0.8315967422936625,0.9412608982616435,0.9901574974247355,1.0394164867998006,1.0641463211745974,1.0832334646847168,1.102594221213001,1.1009758342158678,1.129505669139923,1.157459598739351,1.2182816699460333,1.2173392639056186,1.2500526918038977,1.2809894634876065,1.3206165366396327,1.2956389549824536,1.3085614256616682,1.3001654366806146,1.3026585360928202,1.2974731390675864,1.274506870663587,1.2613738255915072,1.2281803177231225,1.2159104752407988,1.165682682491507,1.1404041750486156,1.1175900413271898,1.0489998911041243,1.0124401894542676,0.9692571741296161,0.9171200127595777,0.8572752976653493,0.826342643124794,0.7918050548988079,0.7387987296613701,0.7181606720306984,0.6770650602899985,0.6634667486186153,0.6350648140956686,0.6297960288451864,0.6176343886053339,0.6039750473764907,0.5966301963262027,0.5782565972170892,0.5816021657999687,0.5940784300989675,0.6194770568069216,0.6089019926496657,0.6188129053125414,0.6403027615658103,0.6580979550378213,0.6937742268287237,0.7334141983594394,0.7454812775934165,0.7892842913235126,0.8263653614327687,0.8582653043094705,0.914584457008241,0.9462456565342543,0.9824000623658037,1.0150918471247203,1.0539484709551514,1.0926603451646926,1.127726454384025,1.1672920615442597,1.1745318159637774,1.2049489999231238,1.2266761528794388,1.262191016218086,1.2527368746480876,1.2423148991761708,1.239548868608132,1.2519964238553751,1.2137170587046309,1.2044719243176993,1.1639961051641887,1.116199373442904,1.0909582243879992,1.016058513547374,0.9203945253014932,0.8518867438668771,0.7421858059269857,0.6688025606069667,0.5528471796947547,0.4723365108338187,0.40088056187932963,0.2894189461245676,0.24701249803936923,0.203537339671225,0.13730702748140403,0.10090742639015031,0.0883414835819575,0.05120277860155056
0.042145823809977986,0.10049755585349675,0.19947332674643353,0.28722278383954125,0.4028178474500409,0.5382852882998126,0.680549229147454,0.7994189116575515,0.9291417578684542,1.0230018948617765,1.0735988823116274,1.125704028392542,1.1537018049514725,1.1530068437816563,1.1623057040023554,1.1625044130412001,1.2054700935333262,1.2188640714801329,1.2743495720970333,1.3299500691135604,1.3479944914275783,1.365368858139067,1.3951099271720908,1.3692403074856225,1.3884761727595214,1.3741454941017328,1.3757220317998575,1.373009818305461,1.3455312250439724,1.3258037759765335,1.279176059019949,1.244218749052724,1.23361686419783,1.1723180085027307,1.108750093870734,1.0528493511057615,0.9972995023385941,0.9498672798906556,0.8908186311219555,0.8484094125520695,0.8036592909204441,0.7879917171714922,0.7305182874762723,0.6919990161023306,0.6757414337005649,0.6458247449723302,0.6174320915889786,0.5827343460880118,0.5772270852634221,0.5949911748572643,0.5603799875862621,0.5598586576948645,0.5759594685068337,0.5824094503526409,0.5534045040499356,0.5663808351761518,0.6173637859079283,0.6272058387459654,0.6637242778553434,0.6506654164302076,0.7071885718728429,0.7309584110168402,0.7609725637883773,0.8017177848387452,0.817490360660451,0.8621748187729921,0.8973903337856493,0.9181372730199571,0.9565356903240656,1.0064822980353638,1.0227247049491788,1.0691102983992327,1.0888362577986772,1.1161866712454223,1.1370856017045632,1.1775964935676164,1.168911644388449,1.2026952263540733,1.217860427607988,1.1888161658804228,1.1717779005113473,1.2007375647273077,1.161271187227824,1.1513427170427528,1.1015431323637472,1.0505754935828224,1.0102736448469045,0.9269861394786952,0.84887785563483,0.7548699995042053,0.6844854202331513,0.5844985165676677,0.4827549767811693,0.3909735491805911,0.31566076752120636,0.2507315722608427,0.19178807154970823,0.1568341904505743,0.10510815858745626,0.05588356343316629,0.03799071748621891
0.06585776728557906,0.12079090225840451,0.19697823000707596,0.2862201588319856,0.42012514853312766,0.5449656460678493,0.6399989919912022,0.7513212501081064,0.856640355431252,0.9396604960259335,0.987263966625946,1.0430575089064231,1.0780694409957057,1.099717048402956,1.0990663279314226,1.1268877258434855,1.154336668048732,1.1691567662458564,1.2103946128096097,1.2528760411538076,1.2862399779098295,1.314500415338545,1.3198570896093451,1.3225071549903498,1.3217543500118472,1.3168468364336139,1.2745359004998265,1.285018754570482,1.268145610712635,1.23283509873547,1.21414650204481,1.1868213746375067,1.1491055992273012,1.1275235308549636,1.0752438640404594,1.0364617268458867,0.9999120030397678,0.9744313242410295,0.912399366954158,0.8657098048341019,0.8488800409368926,0.7894073941288395,0.7587368385660879,0.7507376702424541,0.7293253725106736,0.7153064500939139,0.7125154054193577,0.6677974844807216,0.6931520370026658,0.6649564429448314,0.673472172963162,0.6830083465992762,0.7016065667489549,0.6898858021814355,0.6995792834053356,0.682936387410786,0.7072921998827191,0.7512236507481173,0.7644320760712149,0.7606764882354762,0.7735043935590146,0.8023866140955928,0.8273227372868,0.8501157257486063,0.8702446361142251,0.8926913328653094,0.9163485522906449,0.9408706971496889,0.9628345770720556,0.9859554389995677,0.9951830827626292,1.0130452832265975,1.054682187136754,1.0722322588943314,1.0740030131277176,1.0986371880888164,1.1246524304747727,1.119413587612492,1.1278439610064361,1.132083441578773,1.1227490250384304,1.092501794207042,1.070650076690916,1.0347997852268553,1.0095506215724939,0.9620646896930053,0.9004443733587373,0.8049850650925884,0.7387163803183447,0.6681746686189032,0.5757210611888384,0.48586304503927163,0.4211727019104861,0.34082064825269587,0.283792700208712,0.2314835305048104,0.18272281472956825,0.15422376655110395,0.08202288575415798,0.062220500111851824,0.05743003101248404
0.05153508652044137,0.08050763907698016,0.15543036487773906,0.17387096496391666,0.2172368125034254,0.26840345047720887,0.31302388390450614,0.38432173978380185,0.46827169518232536,0.5119133333552537,0.5849179902439297,0.6196120865883201,0.6265186743896327,0.6584688863723115,0.7152372756203109,0.7528045543369893,0.8213449588946633,0.8563107244233054,0.9086289335383865,0.9645198712799514,1.0256904943954506,1.0287355054960101,1.0474207542246357,1.0816500512966354,1.0768686249364363,1.0915472840878455,1.0966540590906215,1.1364440389918722,1.120745747875791,1.1125252188761814,1.1110886434296037,1.0855502916805764,1.0894511376945308,1.061307125540304,1.0500074585273853,1.0128510560328767,0.9990489585671349,0.962897773504955,0.9510508019933762,0.9011802666137395,0.8986825561433714,0.8508992662548805,0.8448225201757112,0.8421835367544712,0.8137385930354468,0.807551329496196,0.7960297367074345,0.8171452668050234,0.8074772374787296,0.780556045290656,0.8008504930653286,0.8004394830822366,0.8012371442781197,0.8307308069661343,0.8323759363640932,0.8232954795271522,0.8401344347007812,0.8442236164719599,0.8363202653531792,0.8810797788497259,0.8733285742082394,0.8802184440083359,0.8970057088573241,0.9103490639995808,0.9374656284316564,0.9174659048512944,0.9427624267111204,0.9477782107404046,0.9494829228407392,0.9891888353743695,1.0022774058446777,1.005404827503383,1.0233358532906534,1.04560045075841,1.0507062040678739,1.081647292202112,1.0770656400112182,1.11333706566745,1.101952042888236,1.1119515463578573,1.1248330185746303,1.1147169244686426,1.1067185566359747,1.1169178043248105,1.074137457496226,1.0529698947716628,1.0093107132153645,0.9618875970036133,0.907913651130632,0.8386200217200142,0.7682984718755969,0.6746187737881967,0.5733298814839394,0.46794054692015197,0.373805304101193,0.2528485194291714,0.18525697730155555,0.13832868124852635,0.07537662561634033,0.06567521124065698,0.05609891229246045
0.034482836575501295,0.09420018809587308,0.12893820257333005,0.17072494063369595,0.20731319281769897,0.2516521403684756,0.3090505782681204,0.33927053503654336,0.38519082869797644,0.4371289344146213,0.4910847473370326,0.5399169963538732,0.5725637075718542,0.6218884891790805,0.6709173369508928,0.717423445611828,0.7704829136742818,0.8286185555681918,0.8876980535612199,0.9236669110446906,0.9636852943147255,1.021964285043426,1.0349836328599362,1.0537350734359534,1.060613679363866,1.0825905615523919,1.0935223278169102,1.0961853560189068,1.09397019630552,1.092162479508988,1.0962964831125555,1.0720867209886018,1.0693698414509933,1.0611271682222776,1.0471577183767644,1.0170641251838517,0.9880978662498214,0.962418190600843,0.946446846220341,0.927857880809453,0.8891466641719328,0.8872400845865607,0.8668378339138345,0.861379083951041,0.8419730149588059,0.8068260870210588,0.821603776991227,0.8318593785618831,0.8212606513261447,0.8254086808075923,0.8389070220596517,0.8364884670465448,0.859409421919499,0.8716092933892968,0.8778215940519108,0.8776106841264575,0.8653171247750766,0.9019200719345144,0.9146101500038398,0.8959784675688248,0.9219288705681457,0.9213548855106973,0.9360975311879774,0.9350727381997292,0.9456864655586257,0.9626821599610759,0.9735748007669993,0.9915335193709546,0.9872578825477498,1.0074615763955357,0.9983870063718023,1.0146404012102477,1.0184485957237754,1.0665135340772256,1.0768548874330908,1.099033586744565,1.0997528236058647,1.1015795843342129,1.1139893466856372,1.090289013392379,1.119871447966988,1.1097976773516116,1.0938823037194436,1.0763699337225896,1.0659376699064878,1.0123584413787488,1.0028470432508936,0.9587849055423945,0.8782076027953706,0.8038403262702053,0.7559052483076384,0.6636805687976156,0.5656474658326098,0.4599952229232956,0.37941668875506646,0.27300538999498053,0.18191104803216598,0.12933291798055047,0.10244866742242152,0.0610025145362573,0.046798013510176
0.07605705811180898,0.08968087830719837,0.12790001503657408,0.17584904348711716,0.25351325685152404,0.2733746477133841,0.3642689550854519,0.4213782409997789,0.4798851683378812,0.5310833473755314,0.6025101812022183,0.6141469566912319,0.6438814680475315,0.6944891842907138,0.73498608766916,0.7940262451346222,0.8408389259105312,0.9023805967093386,0.9449423307280088,0.9726335722791702,1.0080238162163522,1.0335801535914246,1.0651244284981294,1.0897639725411188,1.1102557731526377,1.1175307368935115,1.1222047885165911,1.119485696447557,1.1242088347651407,1.1214744510350783,1.075063856278046,1.0830374726268548,1.072849004561039,1.0371854808585868,1.0233992992515248,0.9958871187246454,0.9840523580038416,0.9411430531540536,0.9189283598076148,0.8796524715877256,0.8833019076722086,0.8492182824339715,0.8646880015538457,0.8516393872912715,0.8075844069441055,0.8228529323124404,0.8103711090277377,0.8320653893176185,0.8297439754919274,0.8263561571450745,0.8482794072866556,0.8524497829656115,0.8523455646331038,0.8640704758932501,0.8685332952099417,0.8778155354323359,0.8909026248475383,0.889954160080892,0.8975815735361935,0.9074976906413622,0.9338248991090494,0.9464591345089344,0.9420338412262829,0.9611686030383743,0.9599991067272146,0.9717909938482067,0.9652428731656764,0.9827882281433622,1.0103123444771966,1.003899353742871,1.0219873565537827,1.0559223174660959,1.0383936283968416,1.0532588848840656,1.063675492534664,1.0649558862580486,1.0651424035500148,1.0702898915650614,1.0737605370666599,1.0798347616309276,1.0752202576735987,1.0543323053061815,1.0533857787761673,1.0256788426368457,1.0174544164037964,0.9611288861357588,0.9332146688259612,0.9005668630333367,0.8400928322690914,0.7558211778116709,0.6866873325908683,0.6087692399788631,0.5224711760247602,0.4073838144055422,0.3317609266462695,0.24880855097886206,0.18958430456552508,0.14008344472840728,0.11808047361568058,0.07508146228840312,0.04208481157625682
0.05928567647145524,0.09683796334272063,0.13691800671444485,0.20735535094015012,0.2442621868336129,0.31130029511601365,0.37992177087760826,0.4592120565860458,0.5455941703687046,0.6208928049138085,0.6694800591231974,0.6991393008480196,0.7431666894732967,0.7476199837749782,0.8014646954116714,0.8585038783771906,0.899729361081895,0.9629048640182661,1.0007391898976619,1.0257687982716321,1.0507793679627733,1.069950404851189,1.0955792294652043,1.120456285929875,1.118230612665183,1.1185918260682899,1.1495022017267487,1.1209796449322924,1.1530887490199226,1.1083418230557731,1.0830099659867072,1.0936964056085408,1.0438104259448366,1.0297434683607236,1.0253126504466308,0.9885582416003561,0.9471799208058024,0.9080106904672074,0.9079164865541868,0.8821713852332632,0.8407569623820517,0.8340851329029502,0.8122920654084297,0.8105381626503666,0.8035427210505718,0.8056215507781624,0.8052269171464324,0.805953967398376,0.7906241156636911,0.8109270031971675,0.8226770017443285,0.8154441108340108,0.8335762305699466,0.8424760269095587,0.855315070058727,0.853780507587603,0.8835618125243452,0.8730453054447261,0.8960101365828856,0.9112185072016429,0.9120428861238635,0.9334395823023589,0.9366823371939974,0.9408858053514478,0.9520486140421238,0.9597573273920951,0.968828034413529,0.9843344621144788,0.9967401348333883,1.0178694616390298,1.0043160277438183,1.0193139104659905,1.0492616003618498,1.063593547045134,1.0614140434570747,1.0847715210574114,1.0882463623702086,1.0870345254280003,1.0812380048682408,1.1191900854880108,1.0838233024946957,1.0756148960796288,1.0736581789570931,1.0754489073670537,1.0464109909730142,1.0117919727414066,0.9703568168197315,0.9103292017646908,0.8607589269634149,0.8366491175605442,0.7442918329629381,0.6487372190798496,0.571241401821415,0.45781612786723147,0.3781565586179381,0.2757296035436898,0.20125981998886916,0.15225246048523816,0.08923527833521151,0.08412854061627287,0.061257439264854385
0.05377898643038572,0.10201625745948022,0.15611096364566723,0.1940426450317083,0.2564970485696271,0.27883562342839696,0.3395798842961728,0.39141330512690614,0.4693740278700212,0.48099703273507777,0.5261418305052706,0.5684347598776388,0.5942777357879061,0.6331628760898127,0.6655568664643353,0.7263468656272863,0.7909569232123602,0.8435370603877631,0.8907816945249335,0.9320881368969719,0.9707518872495411,1.0049782548295003,1.0125614174671598,1.0476965023389333,1.0745497974411298,1.078957810620659,1.1093065651338716,1.1062093986665233,1.1104658684083446,1.1057647611109387,1.1056994863985936,1.1015510847056118,1.071313943832463,1.062160850700327,1.0135535518163312,1.0068807557315984,1.0009994082695495,0.9494951098333893,0.9448679698705821,0.9149968115805611,0.8846608095615235,0.8884012441608343,0.8552602623102304,0.864665756147999,0.8498384332413709,0.8322839029352102,0.8089968029607598,0.8346350043981651,0.8200139530348464,0.8289597668802432,0.8425975135144927,0.8329390302913758,0.8516859958707786,0.8450650013290469,0.851798623353741,0.8743514336374709,0.8760903238925867,0.8793869104510422,0.897374115128171,0.9005023324907733,0.9021555651617487,0.9186026257476838,0.919183223740865,0.9302603606599636,0.9268280388910546,0.9579202409225693,0.9482210731203331,0.9625748220660335,0.9856628034067675,0.9915650674752777,1.0169335275759366,1.0230246511954966,1.0401962990224145,1.0577457889662456,1.0553176036941172,1.0530425881106988,1.091508610944462,1.0787842659263325,1.0900681064336,1.103628931788238,1.0989801157763468,1.0807754100996352,1.07786782772147,1.0528467752644115,1.007700927223967,1.0041455938702024,0.9653976224522203,0.9101331034945898,0.8665228529536596,0.8261617486893392,0.7488289997438792,0.6611624118355973,0.5724718595958724,0.48067191416179944,0.37668721104158104,0.29114068751443845,0.20678486183204045,0.14632671460277025,0.10721221947583197,0.07819017747691018,0.05501228704182857
0.05528442011912139,0.0908373672749443,0.12992236848446534,0.1630098146010036,0.2033183767754164,0.23834845590683681,0.3207244119266856,0.36990154108171425,0.4494184783252819,0.4920513786072478,0.5380840399502834,0.5757085548513088,0.6348644684532594,0.6668090130446567,0.7123339690592705,0.7684983824596392,0.8427563192759785,0.8905987695254496,0.9217545008437008,0.9864486367692771,1.0181877451594856,1.0347558751587311,1.0507918580527613,1.05834129862812,1.0789888435496526,1.0801007759239805,1.0925031183890666,1.0873351973749128,1.0785728291131162,1.0716072654589262,1.062899389587369,1.0608226574834372,1.0532707455469807,1.013182810338441,0.998582938791147,0.9858667844027438,0.9458316699445196,0.9366708223732467,0.9070832815254833,0.885902935179517,0.8606751751137074,0.8547321767286734,0.8368546839761601,0.8486234257342867,0.8413833013048035,0.847225459490792,0.8403341155914819,0.8605205685193626,0.8649126070025165,0.8635965230103454,0.8672007909365695,0.8818817491245581,0.8880752599004481,0.8910880534983899,0.9108736021142994,0.8936688355379031,0.9065900868094571,0.9193397068934054,0.916054527570963,0.9413732856128243,0.9262537383548953,0.927831458934489,0.9504661012435907,0.9449307452815752,0.9829367287045502,1.001946882512345,0.9935135593344993,1.011388193363952,1.003110710868997,1.0108929677160834,1.008511561055213,1.0316608615200729,1.01201790954036,1.0268415202922891,1.0327833297506717,1.015927942209535,1.051502861973375,1.0568595935729919,1.0596496828962128,1.0373872743112131,1.0418278520489292,1.0484081585553515,1.0310792423714736,1.0227313403984988,1.000927310780589,0.9484022556759532,0.935321488621442,0.8987110550774056,0.85317887767111,0.768298656251523,0.7162394017642044,0.6231581997398007,0.5395984173983915,0.4491890513314652,0.36774815042953407,0.2545854070404367,0.19781547254155604,0.160468913712398,0.10983445160135236,0.06495438953942653,0.03571662322021574
